Unnamed: 0,stat,time,ssboe,into,inth,intl,intc,intvwap,intv,intoi,v,oi,Supertrend Values,Supertrend Signal
168,Ok,2023-10-03 12:41:00,1696317060,19531.95,19533.0,19529.1,19531.3,0.0,0,0,0,0,19531.74442726328,-1
167,Ok,2023-10-03 12:42:00,1696317120,19532.15,19534.85,19530.7,19534.85,0.0,0,0,0,0,19525.764264465324,1
166,Ok,2023-10-03 12:43:00,1696317180,19534.55,19534.9,19532.05,19534.2,0.0,0,0,0,0,19526.59454244234,1
165,Ok,2023-10-03 12:44:00,1696317240,19534.35,19535.55,19532.45,19532.6,0.0,0,0,0,0,19527.225758477827,1
164,Ok,2023-10-03 12:45:00,1696317300,19533.1,19540.1,19532.7,19540.0,0.0,0,0,0,0,19529.412619915314,1
163,Ok,2023-10-03 12:46:00,1696317360,19539.5,19541.55,19536.65,19537.25,0.0,0,0,0,0,19532.095351744247,1
162,Ok,2023-10-03 12:47:00,1696317420,19538.85,19539.75,19537.45,19537.95,0.0,0,0,0,0,19532.095351744247,1
161,Ok,2023-10-03 12:48:00,1696317480,19538.35,19541.6,19537.35,19539.35,0.0,0,0,0,0,19532.64794327697,1
160,Ok,2023-10-03 12:49:00,1696317540,19540.2,19542.15,19538.6,19538.6,0.0,0,0,0,0,19533.619471777256,1
159,Ok,2023-10-03 12:50:00,1696317600,19539.95,19541.45,19537.65,19538.95,0.0,0,0,0,0,19533.619471777256,1
158,Ok,2023-10-03 12:51:00,1696317660,19538.75,19540.8,19535.75,19536.4,0.0,0,0,0,0,19533.619471777256,1
157,Ok,2023-10-03 12:52:00,1696317720,19536.6,19538.4,19534.25,19534.45,0.0,0,0,0,0,19533.619471777256,1
156,Ok,2023-10-03 12:53:00,1696317780,19535.1,19536.15,19532.75,19536.15,0.0,0,0,0,0,19533.619471777256,1
155,Ok,2023-10-03 12:54:00,1696317840,19536.0,19539.9,19535.7,19536.55,0.0,0,0,0,0,19533.619471777256,1
154,Ok,2023-10-03 12:55:00,1696317900,19537.05,19537.4,19532.05,19532.65,0.0,0,0,0,0,19541.419711709208,-1
153,Ok,2023-10-03 12:56:00,1696317960,19532.6,19535.45,19531.25,19531.4,0.0,0,0,0,0,19540.025915541955,-1
152,Ok,2023-10-03 12:57:00,1696318020,19532.5,19534.35,19528.35,19533.4,0.0,0,0,0,0,19538.136588314097,-1
151,Ok,2023-10-03 12:58:00,1696318080,19532.85,19536.35,19531.0,19531.0,0.0,0,0,0,0,19538.136588314097,-1
150,Ok,2023-10-03 12:59:00,1696318140,19531.2,19538.65,19530.95,19538.65,0.0,0,0,0,0,19527.730413930018,1
149,Ok,2023-10-03 13:00:00,1696318200,19538.85,19543.4,19536.65,19542.55,0.0,0,0,0,0,19532.809915662252,1
148,Ok,2023-10-03 13:01:00,1696318260,19542.45,19543.45,19538.7,19541.25,0.0,0,0,0,0,19533.864205459064,1
147,Ok,2023-10-03 13:02:00,1696318320,19540.8,19540.8,19535.75,19537.55,0.0,0,0,0,0,19533.864205459064,1
146,Ok,2023-10-03 13:03:00,1696318380,19537.2,19541.25,19535.55,19535.75,0.0,0,0,0,0,19533.864205459064,1
145,Ok,2023-10-03 13:04:00,1696318440,19535.9,19539.65,19533.7,19534.5,0.0,0,0,0,0,19533.864205459064,1
144,Ok,2023-10-03 13:05:00,1696318500,19532.4,19536.85,19530.55,19534.75,0.0,0,0,0,0,19533.864205459064,1
143,Ok,2023-10-03 13:06:00,1696318560,19536.5,19536.5,19533.85,19535.6,0.0,0,0,0,0,19533.864205459064,1
142,Ok,2023-10-03 13:07:00,1696318620,19535.75,19538.1,19534.05,19537.55,0.0,0,0,0,0,19533.864205459064,1
141,Ok,2023-10-03 13:08:00,1696318680,19538.05,19542.65,19537.65,19542.1,0.0,0,0,0,0,19533.864205459064,1
140,Ok,2023-10-03 13:09:00,1696318740,19541.85,19543.6,19540.55,19543.6,0.0,0,0,0,0,19534.91752503652,1
139,Ok,2023-10-03 13:10:00,1696318800,19543.9,19548.15,19542.55,19548.15,0.0,0,0,0,0,19538.13335658687,1
138,Ok,2023-10-03 13:11:00,1696318860,19548.95,19549.7,19547.0,19549.4,0.0,0,0,0,0,19541.284150564257,1
137,Ok,2023-10-03 13:12:00,1696318920,19548.7,19550.15,19546.1,19549.0,0.0,0,0,0,0,19541.284150564257,1
136,Ok,2023-10-03 13:13:00,1696318980,19549.8,19551.25,19548.2,19549.95,0.0,0,0,0,0,19542.822700335106,1
135,Ok,2023-10-03 13:14:00,1696319040,19549.7,19552.6,19548.55,19550.55,0.0,0,0,0,0,19543.71209588085,1
134,Ok,2023-10-03 13:15:00,1696319100,19550.9,19551.6,19547.7,19548.2,0.0,0,0,0,0,19543.71209588085,1
133,Ok,2023-10-03 13:16:00,1696319160,19548.3,19548.3,19542.75,19545.65,0.0,0,0,0,0,19543.71209588085,1
132,Ok,2023-10-03 13:17:00,1696319220,19546.3,19547.05,19544.05,19546.75,0.0,0,0,0,0,19543.71209588085,1
131,Ok,2023-10-03 13:18:00,1696319280,19546.65,19553.4,19545.55,19552.95,0.0,0,0,0,0,19542.463862002536,1
130,Ok,2023-10-03 13:19:00,1696319340,19553.35,19555.85,19551.85,19553.45,0.0,0,0,0,0,19546.88701174088,1
129,Ok,2023-10-03 13:20:00,1696319400,19553.2,19554.25,19548.7,19551.75,0.0,0,0,0,0,19546.88701174088,1
128,Ok,2023-10-03 13:21:00,1696319460,19552.1,19553.2,19550.2,19551.7,0.0,0,0,0,0,19546.88701174088,1
127,Ok,2023-10-03 13:22:00,1696319520,19551.55,19554.5,19550.75,19553.6,0.0,0,0,0,0,19546.88701174088,1
126,Ok,2023-10-03 13:23:00,1696319580,19553.15,19554.55,19552.3,19552.75,0.0,0,0,0,0,19546.88701174088,1
125,Ok,2023-10-03 13:24:00,1696319640,19552.9,19553.95,19549.5,19551.5,0.0,0,0,0,0,19546.88701174088,1
124,Ok,2023-10-03 13:25:00,1696319700,19551.6,19552.1,19547.0,19548.8,0.0,0,0,0,0,19546.88701174088,1
123,Ok,2023-10-03 13:26:00,1696319760,19548.95,19551.0,19547.25,19548.85,0.0,0,0,0,0,19546.88701174088,1
122,Ok,2023-10-03 13:27:00,1696319820,19549.1,19549.3,19545.75,19546.85,0.0,0,0,0,0,19554.135222100806,-1
121,Ok,2023-10-03 13:28:00,1696319880,19548.0,19548.6,19545.3,19546.45,0.0,0,0,0,0,19553.48116357753,-1
120,Ok,2023-10-03 13:29:00,1696319940,19546.8,19546.8,19537.5,19537.9,0.0,0,0,0,0,19549.03444289829,-1
119,Ok,2023-10-03 13:30:00,1696320000,19538.35,19539.45,19535.95,19538.0,0.0,0,0,0,0,19544.506611991204,-1
118,Ok,2023-10-03 13:31:00,1696320060,19538.85,19541.35,19538.0,19539.85,0.0,0,0,0,0,19544.506611991204,-1
117,Ok,2023-10-03 13:32:00,1696320120,19540.55,19542.3,19538.2,19541.8,0.0,0,0,0,0,19544.506611991204,-1
116,Ok,2023-10-03 13:33:00,1696320180,19542.5,19544.35,19541.1,19542.4,0.0,0,0,0,0,19544.506611991204,-1
115,Ok,2023-10-03 13:34:00,1696320240,19543.05,19546.3,19541.5,19545.5,0.0,0,0,0,0,19537.263904361218,1
114,Ok,2023-10-03 13:35:00,1696320300,19544.8,19546.9,19542.15,19542.6,0.0,0,0,0,0,19537.865623132515,1
113,Ok,2023-10-03 13:36:00,1696320360,19543.7,19544.3,19540.25,19544.3,0.0,0,0,0,0,19537.865623132515,1
112,Ok,2023-10-03 13:37:00,1696320420,19544.15,19548.2,19542.5,19545.15,0.0,0,0,0,0,19538.62709564191,1
111,Ok,2023-10-03 13:38:00,1696320480,19545.65,19546.2,19539.85,19541.15,0.0,0,0,0,0,19538.62709564191,1
110,Ok,2023-10-03 13:39:00,1696320540,19542.9,19542.9,19540.2,19542.0,0.0,0,0,0,0,19538.62709564191,1
109,Ok,2023-10-03 13:40:00,1696320600,19543.0,19544.1,19540.35,19542.75,0.0,0,0,0,0,19538.62709564191,1
108,Ok,2023-10-03 13:41:00,1696320660,19544.5,19544.5,19540.3,19542.35,0.0,0,0,0,0,19538.62709564191,1
107,Ok,2023-10-03 13:42:00,1696320720,19543.65,19546.3,19541.95,19545.25,0.0,0,0,0,0,19538.62709564191,1
106,Ok,2023-10-03 13:43:00,1696320780,19546.6,19549.05,19544.5,19547.8,0.0,0,0,0,0,19540.119803979724,1
105,Ok,2023-10-03 13:44:00,1696320840,19548.75,19553.6,19548.15,19553.15,0.0,0,0,0,0,19544.122432176573,1
104,Ok,2023-10-03 13:45:00,1696320900,19553.3,19557.9,19553.2,19555.55,0.0,0,0,0,0,19548.779697278926,1
103,Ok,2023-10-03 13:46:00,1696320960,19556.0,19556.85,19553.3,19555.85,0.0,0,0,0,0,19548.779697278926,1
102,Ok,2023-10-03 13:47:00,1696321020,19555.75,19559.65,19555.5,19558.85,0.0,0,0,0,0,19550.89621083408,1
101,Ok,2023-10-03 13:48:00,1696321080,19558.35,19562.15,19558.25,19559.75,0.0,0,0,0,0,19553.560677046546,1
100,Ok,2023-10-03 13:49:00,1696321140,19560.0,19561.35,19557.65,19560.15,0.0,0,0,0,0,19553.560677046546,1
99,Ok,2023-10-03 13:50:00,1696321200,19560.6,19562.85,19559.7,19559.8,0.0,0,0,0,0,19554.776237883292,1
98,Ok,2023-10-03 13:51:00,1696321260,19560.2,19562.65,19559.65,19560.75,0.0,0,0,0,0,19554.776237883292,1
97,Ok,2023-10-03 13:52:00,1696321320,19560.8,19561.05,19556.35,19557.65,0.0,0,0,0,0,19554.776237883292,1
96,Ok,2023-10-03 13:53:00,1696321380,19557.85,19558.25,19554.15,19557.55,0.0,0,0,0,0,19554.776237883292,1
95,Ok,2023-10-03 13:54:00,1696321440,19557.5,19567.5,19557.15,19564.55,0.0,0,0,0,0,19555.47064381937,1
94,Ok,2023-10-03 13:55:00,1696321500,19565.9,19565.95,19559.95,19560.9,0.0,0,0,0,0,19555.993470190624,1
93,Ok,2023-10-03 13:56:00,1696321560,19560.7,19560.7,19554.1,19555.35,0.0,0,0,0,0,19564.510980934294,-1
92,Ok,2023-10-03 13:57:00,1696321620,19555.1,19557.05,19552.05,19552.65,0.0,0,0,0,0,19561.679505670378,-1
91,Ok,2023-10-03 13:58:00,1696321680,19552.2,19555.75,19551.55,19553.6,0.0,0,0,0,0,19560.740005362444,-1
90,Ok,2023-10-03 13:59:00,1696321740,19552.95,19557.75,19552.75,19557.1,0.0,0,0,0,0,19560.740005362444,-1
89,Ok,2023-10-03 14:00:00,1696321800,19557.6,19558.65,19553.25,19554.05,0.0,0,0,0,0,19560.740005362444,-1
88,Ok,2023-10-03 14:01:00,1696321860,19553.75,19554.4,19550.55,19550.7,0.0,0,0,0,0,19559.565899244833,-1
87,Ok,2023-10-03 14:02:00,1696321920,19551.45,19551.45,19545.5,19546.3,0.0,0,0,0,0,19555.653237445007,-1
86,Ok,2023-10-03 14:03:00,1696321980,19547.25,19549.05,19545.5,19547.25,0.0,0,0,0,0,19554.36498797649,-1
85,Ok,2023-10-03 14:04:00,1696322040,19547.35,19550.0,19546.85,19548.6,0.0,0,0,0,0,19554.36498797649,-1
84,Ok,2023-10-03 14:05:00,1696322100,19548.4,19550.4,19541.5,19541.8,0.0,0,0,0,0,19553.23082822678,-1
83,Ok,2023-10-03 14:06:00,1696322160,19541.7,19542.05,19536.65,19539.45,0.0,0,0,0,0,19546.6698364318,-1
82,Ok,2023-10-03 14:07:00,1696322220,19539.75,19545.4,19538.5,19542.75,0.0,0,0,0,0,19546.6698364318,-1
81,Ok,2023-10-03 14:08:00,1696322280,19543.5,19545.45,19537.55,19539.3,0.0,0,0,0,0,19546.6698364318,-1
80,Ok,2023-10-03 14:09:00,1696322340,19538.85,19539.3,19524.5,19525.5,0.0,0,0,0,0,19540.26474429172,-1
79,Ok,2023-10-03 14:10:00,1696322400,19525.9,19526.85,19523.3,19526.6,0.0,0,0,0,0,19533.294994486165,-1
78,Ok,2023-10-03 14:11:00,1696322460,19526.2,19531.8,19524.65,19531.8,0.0,0,0,0,0,19533.294994486165,-1
77,Ok,2023-10-03 14:12:00,1696322520,19531.05,19533.7,19529.95,19533.7,0.0,0,0,0,0,19523.614970992436,1
76,Ok,2023-10-03 14:13:00,1696322580,19533.5,19533.5,19523.45,19523.8,0.0,0,0,0,0,19523.614970992436,1
75,Ok,2023-10-03 14:14:00,1696322640,19524.5,19525.65,19517.7,19518.85,0.0,0,0,0,0,19530.38687460397,-1
74,Ok,2023-10-03 14:15:00,1696322700,19521.05,19521.2,19514.75,19516.85,0.0,0,0,0,0,19526.73273773727,-1
73,Ok,2023-10-03 14:16:00,1696322760,19516.7,19517.4,19509.85,19509.85,0.0,0,0,0,0,19522.504988369972,-1
72,Ok,2023-10-03 14:17:00,1696322820,19510.1,19513.9,19505.7,19511.2,0.0,0,0,0,0,19518.84284612851,-1
71,Ok,2023-10-03 14:18:00,1696322880,19511.65,19515.0,19509.25,19515.0,0.0,0,0,0,0,19518.84284612851,-1
70,Ok,2023-10-03 14:19:00,1696322940,19516.2,19523.4,19515.35,19522.45,0.0,0,0,0,0,19510.181715477862,1
69,Ok,2023-10-03 14:20:00,1696323000,19521.9,19525.65,19521.2,19524.85,0.0,0,0,0,0,19514.351633827795,1
68,Ok,2023-10-03 14:21:00,1696323060,19524.5,19524.8,19519.3,19522.65,0.0,0,0,0,0,19514.351633827795,1
67,Ok,2023-10-03 14:22:00,1696323120,19521.9,19523.8,19521.6,19523.3,0.0,0,0,0,0,19514.351633827795,1
66,Ok,2023-10-03 14:23:00,1696323180,19523.4,19528.9,19521.0,19527.1,0.0,0,0,0,0,19516.038567222487,1
65,Ok,2023-10-03 14:24:00,1696323240,19526.45,19535.05,19525.35,19532.45,0.0,0,0,0,0,19521.020063948923,1
64,Ok,2023-10-03 14:25:00,1696323300,19532.95,19534.3,19529.5,19529.5,0.0,0,0,0,0,19522.81434664227,1
63,Ok,2023-10-03 14:26:00,1696323360,19528.15,19531.5,19526.0,19528.3,0.0,0,0,0,0,19522.81434664227,1
62,Ok,2023-10-03 14:27:00,1696323420,19528.05,19529.8,19520.8,19523.95,0.0,0,0,0,0,19522.81434664227,1
61,Ok,2023-10-03 14:28:00,1696323480,19522.9,19525.4,19522.85,19524.3,0.0,0,0,0,0,19522.81434664227,1
60,Ok,2023-10-03 14:29:00,1696323540,19523.75,19532.2,19523.35,19530.35,0.0,0,0,0,0,19522.81434664227,1
59,Ok,2023-10-03 14:30:00,1696323600,19531.05,19532.1,19529.7,19531.55,0.0,0,0,0,0,19522.81434664227,1
58,Ok,2023-10-03 14:31:00,1696323660,19530.7,19532.7,19528.45,19530.65,0.0,0,0,0,0,19522.81434664227,1
57,Ok,2023-10-03 14:32:00,1696323720,19529.8,19534.6,19529.35,19531.0,0.0,0,0,0,0,19523.205619842032,1
56,Ok,2023-10-03 14:33:00,1696323780,19530.95,19530.95,19525.25,19526.0,0.0,0,0,0,0,19523.205619842032,1
55,Ok,2023-10-03 14:34:00,1696323840,19526.4,19528.1,19525.0,19525.45,0.0,0,0,0,0,19523.205619842032,1
54,Ok,2023-10-03 14:35:00,1696323900,19525.4,19526.65,19523.9,19526.6,0.0,0,0,0,0,19523.205619842032,1
53,Ok,2023-10-03 14:36:00,1696323960,19526.65,19527.9,19525.15,19527.9,0.0,0,0,0,0,19523.205619842032,1
52,Ok,2023-10-03 14:37:00,1696324020,19527.8,19529.8,19525.15,19525.85,0.0,0,0,0,0,19523.205619842032,1
51,Ok,2023-10-03 14:38:00,1696324080,19525.75,19527.35,19521.5,19526.7,0.0,0,0,0,0,19523.205619842032,1
50,Ok,2023-10-03 14:39:00,1696324140,19526.85,19528.35,19526.0,19527.75,0.0,0,0,0,0,19523.205619842032,1
49,Ok,2023-10-03 14:40:00,1696324200,19527.55,19529.65,19525.0,19526.5,0.0,0,0,0,0,19523.205619842032,1
48,Ok,2023-10-03 14:41:00,1696324260,19526.75,19527.15,19522.85,19524.75,0.0,0,0,0,0,19523.205619842032,1
47,Ok,2023-10-03 14:42:00,1696324320,19524.5,19524.9,19520.35,19524.25,0.0,0,0,0,0,19523.205619842032,1
46,Ok,2023-10-03 14:43:00,1696324380,19524.3,19525.0,19520.95,19522.35,0.0,0,0,0,0,19530.647364564957,-1
45,Ok,2023-10-03 14:44:00,1696324440,19523.75,19527.05,19522.15,19524.8,0.0,0,0,0,0,19530.647364564957,-1
44,Ok,2023-10-03 14:45:00,1696324500,19524.5,19529.7,19522.85,19528.0,0.0,0,0,0,0,19530.647364564957,-1
43,Ok,2023-10-03 14:46:00,1696324560,19527.9,19529.7,19526.6,19529.7,0.0,0,0,0,0,19530.647364564957,-1
42,Ok,2023-10-03 14:47:00,1696324620,19529.9,19530.75,19527.65,19529.5,0.0,0,0,0,0,19530.647364564957,-1
41,Ok,2023-10-03 14:48:00,1696324680,19528.65,19533.7,19527.4,19532.5,0.0,0,0,0,0,19522.966165754082,1
40,Ok,2023-10-03 14:49:00,1696324740,19532.0,19533.1,19529.25,19530.35,0.0,0,0,0,0,19523.677300725038,1
39,Ok,2023-10-03 14:50:00,1696324800,19530.6,19533.6,19527.8,19529.55,0.0,0,0,0,0,19523.677300725038,1
38,Ok,2023-10-03 14:51:00,1696324860,19529.15,19531.55,19526.35,19530.2,0.0,0,0,0,0,19523.677300725038,1
37,Ok,2023-10-03 14:52:00,1696324920,19530.65,19532.3,19525.5,19526.55,0.0,0,0,0,0,19523.677300725038,1
36,Ok,2023-10-03 14:53:00,1696324980,19525.7,19529.95,19525.35,19529.95,0.0,0,0,0,0,19523.677300725038,1
35,Ok,2023-10-03 14:54:00,1696325040,19529.25,19532.8,19527.85,19530.65,0.0,0,0,0,0,19523.677300725038,1
34,Ok,2023-10-03 14:55:00,1696325100,19530.4,19532.0,19528.8,19529.35,0.0,0,0,0,0,19523.677300725038,1
33,Ok,2023-10-03 14:56:00,1696325160,19530.65,19532.05,19527.2,19528.2,0.0,0,0,0,0,19523.677300725038,1
32,Ok,2023-10-03 14:57:00,1696325220,19527.55,19529.95,19525.45,19526.9,0.0,0,0,0,0,19523.677300725038,1
31,Ok,2023-10-03 14:58:00,1696325280,19527.1,19531.5,19525.25,19531.3,0.0,0,0,0,0,19523.677300725038,1
30,Ok,2023-10-03 14:59:00,1696325340,19531.55,19534.0,19528.75,19530.15,0.0,0,0,0,0,19523.807188135772,1
29,Ok,2023-10-03 15:00:00,1696325400,19531.25,19537.25,19531.25,19537.2,0.0,0,0,0,0,19526.53541726532,1
28,Ok,2023-10-03 15:01:00,1696325460,19537.9,19541.3,19537.25,19539.55,0.0,0,0,0,0,19531.634921208377,1
27,Ok,2023-10-03 15:02:00,1696325520,19538.6,19542.9,19538.6,19541.55,0.0,0,0,0,0,19533.16659162942,1
26,Ok,2023-10-03 15:03:00,1696325580,19541.7,19541.95,19531.45,19531.9,0.0,0,0,0,0,19544.672293701926,-1
25,Ok,2023-10-03 15:04:00,1696325640,19532.1,19535.7,19531.1,19535.1,0.0,0,0,0,0,19541.321232095117,-1
24,Ok,2023-10-03 15:05:00,1696325700,19534.7,19535.15,19530.35,19530.6,0.0,0,0,0,0,19540.636887708377,-1
23,Ok,2023-10-03 15:06:00,1696325760,19531.1,19533.2,19529.85,19533.2,0.0,0,0,0,0,19539.275607336574,-1
22,Ok,2023-10-03 15:07:00,1696325820,19533.7,19534.55,19531.35,19531.65,0.0,0,0,0,0,19539.275607336574,-1
21,Ok,2023-10-03 15:08:00,1696325880,19531.45,19534.65,19530.9,19530.9,0.0,0,0,0,0,19539.275607336574,-1
20,Ok,2023-10-03 15:09:00,1696325940,19530.85,19531.75,19529.6,19529.6,0.0,0,0,0,0,19537.98626050862,-1
19,Ok,2023-10-03 15:10:00,1696326000,19530.6,19531.0,19527.7,19527.7,0.0,0,0,0,0,19536.548819528798,-1
18,Ok,2023-10-03 15:11:00,1696326060,19529.0,19530.1,19525.9,19527.45,0.0,0,0,0,0,19535.156018597692,-1
17,Ok,2023-10-03 15:12:00,1696326120,19526.8,19531.6,19525.45,19530.35,0.0,0,0,0,0,19535.156018597692,-1
16,Ok,2023-10-03 15:13:00,1696326180,19531.3,19531.95,19528.35,19528.35,0.0,0,0,0,0,19535.156018597692,-1
15,Ok,2023-10-03 15:14:00,1696326240,19528.6,19530.65,19527.85,19528.65,0.0,0,0,0,0,19535.156018597692,-1
14,Ok,2023-10-03 15:15:00,1696326300,19529.7,19531.2,19526.25,19529.55,0.0,0,0,0,0,19535.156018597692,-1
13,Ok,2023-10-03 15:16:00,1696326360,19530.85,19531.4,19528.35,19529.85,0.0,0,0,0,0,19535.156018597692,-1
12,Ok,2023-10-03 15:17:00,1696326420,19530.6,19532.2,19527.0,19527.0,0.0,0,0,0,0,19535.156018597692,-1
11,Ok,2023-10-03 15:18:00,1696326480,19527.85,19529.7,19525.95,19528.45,0.0,0,0,0,0,19534.729099010023,-1
10,Ok,2023-10-03 15:19:00,1696326540,19529.65,19531.6,19528.8,19530.25,0.0,0,0,0,0,19534.729099010023,-1
9,Ok,2023-10-03 15:20:00,1696326600,19531.75,19531.75,19524.3,19525.35,0.0,0,0,0,0,19534.729099010023,-1
8,Ok,2023-10-03 15:21:00,1696326660,19528.2,19530.2,19527.4,19527.6,0.0,0,0,0,0,19534.729099010023,-1
7,Ok,2023-10-03 15:22:00,1696326720,19528.2,19529.9,19523.7,19523.7,0.0,0,0,0,0,19533.92984117885,-1
6,Ok,2023-10-03 15:23:00,1696326780,19524.55,19524.55,19518.05,19518.85,0.0,0,0,0,0,19528.554610648414,-1
5,Ok,2023-10-03 15:24:00,1696326840,19518.6,19518.6,19514.9,19517.05,0.0,0,0,0,0,19523.94129585472,-1
4,Ok,2023-10-03 15:25:00,1696326900,19517.15,19523.8,19516.5,19523.8,0.0,0,0,0,0,19523.94129585472,-1
3,Ok,2023-10-03 15:26:00,1696326960,19523.95,19528.75,19521.6,19528.05,0.0,0,0,0,0,19517.644969741847,1
2,Ok,2023-10-03 15:27:00,1696327020,19528.55,19531.15,19526.5,19528.35,0.0,0,0,0,0,19521.32139975447,1
1,Ok,2023-10-03 15:28:00,1696327080,19528.65,19528.65,19521.15,19525.15,0.0,0,0,0,0,19521.32139975447,1
0,Ok,2023-10-03 15:29:00,1696327140,19524.2,19526.85,19520.55,19522.95,0.0,0,0,0,0,19521.32139975447,1
